2.000000000000000000e+00,1.000000000000000000e+00,1.560000000000000000e+02,-3.780789999999999651e+01,0.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,1.340000000000000000e+02,-3.780930000000000035e+01,0.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,1.200000000000000000e+02,-3.780720000000000169e+01,2.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,2.450000000000000000e+02,-3.780239999999999867e+01,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,2.560000000000000000e+02,-3.780599999999999739e+01,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,2.200000000000000000e+02,-3.780100000000000193e+01,2.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,2.140000000000000000e+02,-3.780850000000000222e+01,2.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-3.780780000000000030e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,2.380000000000000000e+02,-3.780899999999999750e+01,2.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,1.130000000000000000e+02,-3.780559999999999832e+01,1.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,1.380000000000000000e+02,-3.780210000000000292e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+02,-3.780109999999999815e+01,1.000000000000000000e+00
4.000000000000000000e+00,2.000000000000000000e+00,7.800000000000000000e+02,-3.780729999999999791e+01,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.780149999999999721e+01,1.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,1.240000000000000000e+02,-3.780789999999999651e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.470000000000000000e+02,-3.780799999999999983e+01,0.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00,1.660000000000000000e+02,-3.780169999999999675e+01,1.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,9.800000000000000000e+01,-3.780049999999999955e+01,2.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,1.680000000000000000e+02,-3.780069999999999908e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.780550000000000210e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.620000000000000000e+02,-3.780160000000000053e+01,0.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,1.200000000000000000e+02,-3.780219999999999914e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.820000000000000000e+02,-3.780210000000000292e+01,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.720000000000000000e+02,-3.780859999999999843e+01,1.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,3.030000000000000000e+02,-3.771800000000000352e+01,1.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-3.772030000000000172e+01,1.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-3.772030000000000172e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,2.720000000000000000e+02,-3.772939999999999827e+01,1.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,2.390000000000000000e+02,-3.772180000000000177e+01,2.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,2.900000000000000000e+02,-3.772729999999999961e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.680000000000000000e+02,-3.772149999999999892e+01,1.000000000000000000e+00
6.000000000000000000e+00,3.000000000000000000e+00,9.760000000000000000e+02,-3.772390000000000043e+01,2.000000000000000000e+00
